"UniversityName","FinancialAid","Tuition","AdmissionRate","ApplicationFee"
"Paine College","","15595 in-state and 15595 out-of-state ","","25"
"Palm Beach Atlantic University","23523","31450 in-state and 31450 out-of-state ","97","50"
"Palm Beach State College","","3030 in-state and 10890 out-of-state ","100","40"
"Palo Alto College","","2660 in-state and 13670 out-of-state ","","0"
"Palo Verde College","","1380 in-state and 9120 out-of-state ","","0"
"Palomar College","","1430 in-state and 9170 out-of-state ","","0"
"Pamlico Community College","5715","2323 in-state and 8083 out-of-state ","","0"
"Panola College","3679","2400 in-state and 5190 out-of-state ","","0"
"Paradise Valley Community College","","2580 in-state and 9810 out-of-state ","","0"
"Paralegal Institute at Brighton College",""," in-state  out-of-state ","","0"
"Paris Junior College","","2400 in-state and 5400 out-of-state ","","0"
"Park University","","12650 in-state and 12650 out-of-state ","67","35"
"Parkland College","","4920 in-state and 15870 out-of-state ","","0"
"Parsons The New School for Design","25388","49847 in-state and 49847 out-of-state ","51","50"
"Pasadena City College","","1440 in-state and 9180 out-of-state ","","0"
"Pasco-Hernando State College","","3155 in-state and 12032 out-of-state ","","25"
"Passaic County Community College","","5070 in-state and 8850 out-of-state ","","0"
"Patrick Henry College","14200","27922 in-state and 27922 out-of-state ","","20"
"Patrick Henry Community College","","4730 in-state and 10658 out-of-state ","","0"
"Paul D. Camp Community College","","4730 in-state and 10768 out-of-state ","","0"
"Paul Quinn College","","8495 in-state and 8495 out-of-state ","","0"
"Paul Smith's College","","28484 in-state and 28484 out-of-state ","","30"
"Pearl River Community College","","3500 in-state and 5898 out-of-state ","","0"
"Peirce College","11202","18660 in-state and 18660 out-of-state ","","50"
"Peninsula College","","5023 in-state and 9852 out-of-state ","","0"
"Penn Foster College",""," in-state  out-of-state ","","0"
"Penn State Hazleton","12610","14468 in-state and 23028 out-of-state ","94","65"
"Penn State Schuylkill","11653","14468 in-state and 23028 out-of-state ","76","65"
"Penn State University Park","9620","18454 in-state and 34858 out-of-state ","50","65"
"Penn State Wilkes-Barre","10504","13586 in-state and 21770 out-of-state ","82","65"
"Pennco Tech",""," in-state  out-of-state ","","100"
"Pennsylvania Academy of the Fine Arts","","38878 in-state and 38878 out-of-state ","","60"
"Pennsylvania College of Art and Design","","25850 in-state and 25850 out-of-state ","50","40"
"Pennsylvania College of Health Sciences","","","","35"
"Pennsylvania College of Technology","","16740 in-state and 23880 out-of-state ","79","50"
"Pennsylvania Highlands Community College","","5820 in-state and 11460 out-of-state ","","0"
"Pennsylvania Institute of Technology","3128","13365 in-state and 13365 out-of-state ","","25"
"Pensacola State College","1637","3137 in-state and 12593 out-of-state ","100","30"
"Pepperdine University","39938","53932 in-state and 53932 out-of-state ","40","65"
"Peru State College","","7452 in-state and 7482 out-of-state ","50","0"
"Pfeiffer University","21854","30234 in-state and 30234 out-of-state ","66","0"
"Philander Smith College","","12414 in-state and 12414 out-of-state ","26","25"
"Phillips Community College of the University of Arkansas","","2910 in-state and 4740 out-of-state ","","0"
"Phillips School of Nursing at Mount Sinai Beth Israel","","37445 in-state and 37445 out-of-state ","","50"
"Phoenix College","","2580 in-state and 9810 out-of-state ","","0"
"Piedmont College","22356","25920 in-state and 25920 out-of-state ","60","0"
"Piedmont Community College","","2544 in-state and 8688 out-of-state ","","0"
"Piedmont International University","7881","10970 in-state and 10970 out-of-state ","","39"
"Piedmont Technical College","","5495 in-state and 7985 out-of-state ","","0"
"Piedmont Virginia Community College","","4930 in-state and 10858 out-of-state ","","0"
"Pierce College","","4477 in-state and 5112 out-of-state ","","25"
"Pierpont Community and Technical College","","4918 in-state and 11472 out-of-state ","","0"
"Pikes Peak Community College","7500","4812 in-state and 18672 out-of-state ","100","0"
"Pillar College","","21700 in-state and 21700 out-of-state ","","50"
"Pima Community College","","2670 in-state and 9315 out-of-state ","","0"
"Pine Manor College","26900","31660 in-state and 31660 out-of-state ","51","25"
"Pine Technical &amp; Community College","","5093 in-state and 9687 out-of-state ","","0"
"Pinnacle Career Institute: Kansas City","","17774 in-state and 17774 out-of-state ","68","0"
"Pioneer Pacific College",""," in-state  out-of-state ","","50"
"Pioneer Pacific College: Springfield",""," in-state  out-of-state ","","50"
"Pitt Community College","","2354 in-state and 8114 out-of-state ","","0"
"Pittsburg State University","6013","7298 in-state and 18642 out-of-state ","87","30"
"Pittsburgh Institute of Aeronautics","","15990 in-state and 15990 out-of-state ","","150"
"Pittsburgh Institute of Mortuary Science","","15325 in-state and 15325 out-of-state ","","50"
"Pitzer College","46934","54056 in-state and 54056 out-of-state ","16","70"
"Platt College: Aurora",""," in-state  out-of-state ","","75"
"Platt College: Los Angeles",""," in-state  out-of-state ","","75"
"Platt College: Moore",""," in-state  out-of-state ","","25"
"Platt College: Oklahoma City Central",""," in-state  out-of-state ","","25"
"Platt College: Ontario",""," in-state  out-of-state ","","75"
"Platt College: San Diego",""," in-state  out-of-state ","100","0"
"Platt College: Tulsa",""," in-state  out-of-state ","","100"
"Plaza College",""," in-state  out-of-state ","","100"
"Plymouth State University","9992","14099 in-state and 22769 out-of-state ","79","50"
"Point Loma Nazarene University","23148","35700 in-state and 35700 out-of-state ","76","55"
"Point Park University","28190","31450 in-state and 31450 out-of-state ","65","40"
"Point University","9045","20600 in-state and 20600 out-of-state ","35","0"
"Polk State College","5221","3367 in-state and 12272 out-of-state ","","0"
"Pomona College","52748","52780 in-state and 52780 out-of-state ","8","70"
"Pontifical College Josephinum","","23285 in-state and 23285 out-of-state ","","25"
"Porterville College","","1404 in-state and 7824 out-of-state ","","0"
"Portland Community College","","5408 in-state and 11483 out-of-state ","","0"
"Portland State University","","9105 in-state and 27060 out-of-state ","92","50"
"Post University","","31050 in-state and 31050 out-of-state ","61","40"
"Prairie State College","","5220 in-state and 13830 out-of-state ","","10"
"Pratt Community College","","3428 in-state and 3728 out-of-state ","","0"
"Pratt Institute","29698","51870 in-state and 51870 out-of-state ","50","50"
"Presbyterian College","36977","38660 in-state and 38660 out-of-state ","63","0"
"Prescott College","25733","31485 in-state and 31485 out-of-state ","94","0"
"Presentation College","","19995 in-state and 19995 out-of-state ","","25"
"Prince George's Community College","","4700 in-state and 10610 out-of-state ","","25"
"Princeton University","54310","49330 in-state and 49330 out-of-state ","6","70"
"Principia College","33381","29470 in-state and 29470 out-of-state ","91","0"
"Professional Golfers Career College","","15000 in-state and 15000 out-of-state ","","75"
"Professional Golfers Career College: Orlando","","15000 in-state and 15000 out-of-state ","","75"
"Providence Christian College","19000","29372 in-state and 29372 out-of-state ","","25"
"Providence College","32640","50390 in-state and 50390 out-of-state ","52","65"
"Provo College",""," in-state  out-of-state ","","0"
"Pueblo Community College","","5968 in-state and 19425 out-of-state ","100","0"
"Purdue University","13452","9992 in-state and 28794 out-of-state ","56","60"
"Purdue University Fort Wayne","9209","8450 in-state and 20288 out-of-state ","94","50"
"Purdue University Global: South Portland",""," in-state  out-of-state ","","20"
"Purdue University Northwest","","7686 in-state and 17368 out-of-state ","92","25"
"Queens University of Charlotte","33095","34684 in-state and 34684 out-of-state ","79","0"
"Quincy College","","7100 in-state and 7100 out-of-state ","","30"
"Quincy University","24919","28462 in-state and 28462 out-of-state ","67","25"
"Quinebaug Valley Community College","","4399 in-state and 13167 out-of-state ","100","20"
"Quinnipiac University","28944","47960 in-state and 47960 out-of-state ","74","65"
"Quinsigamond Community College","","6720 in-state and 12900 out-of-state ","59","20"
"Rabbinical Academy Mesivta Rabbi Chaim Berlin","","12800 in-state and 12800 out-of-state ","","0"
"Rabbinical College of America","","11500 in-state and 11500 out-of-state ","","150"
"Rabbinical College of Long Island","","11575 in-state and 11575 out-of-state ","","0"
"Rabbinical College of Telshe","","10800 in-state and 10800 out-of-state ","","100"
"Radford University","9960","11210 in-state and 22845 out-of-state ","74","0"
"Rainy River Community College","","5325 in-state and 6507 out-of-state ","","20"
"Randall University","","14090 in-state and 14090 out-of-state ","","25"
"Randolph College","34868","39585 in-state and 39585 out-of-state ","86","0"
"Randolph Community College","","2383 in-state and 8143 out-of-state ","","0"
"Randolph-Macon College","","41400 in-state and 41400 out-of-state ","62","30"
"Ranger College","","3065 in-state and 5765 out-of-state ","","0"
"Ranken Technical College","","14392 in-state and 14392 out-of-state ","","25"
"Rappahannock Community College","","5075 in-state and 10373 out-of-state ","","0"
"Rasmussen College: Lake Elmo/Woodbury","","13455 in-state and 13455 out-of-state ","100","0"
"Reading Area Community College","","5580 in-state and 10590 out-of-state ","","0"
"Red Rocks Community College","","4986 in-state and 18848 out-of-state ","100","0"
"Redlands Community College","","5325 in-state and 7891 out-of-state ","","25"
"Reed College","42917","56340 in-state and 56340 out-of-state ","36","0"
"Reedley College","","1420 in-state and 9160 out-of-state ","","0"
"Regent University","13920","18108 in-state and 18108 out-of-state ","81","50"
"Regis College","32199","41015 in-state and 41015 out-of-state ","","50"
"Regis University","32981","36810 in-state and 36810 out-of-state ","60","0"
"Reinhardt University","13531","23300 in-state and 23300 out-of-state ","","25"
"Remington College of Nursing",""," in-state  out-of-state ","","50"
"Remington College: Baton Rouge",""," in-state  out-of-state ","","50"
"Remington College: Shreveport",""," in-state  out-of-state ","","50"
"Rend Lake College","1340","3900 in-state and 6600 out-of-state ","","0"
"Rensselaer Polytechnic Institute","40705","53880 in-state and 53880 out-of-state ","43","70"
"Renton Technical College","","4701 in-state and 5123 out-of-state ","","30"
"Restaurant School at Walnut Hill College","","13580 in-state and 13580 out-of-state ","94","50"
"Resurrection University","","26390 in-state and 26390 out-of-state ","","50"
"Rhode Island College","11033","8929 in-state and 21692 out-of-state ","74","50"
"Rhode Island School of Design","28404","50960 in-state and 50960 out-of-state ","29","60"
"Rhodes College","40678","47890 in-state and 47890 out-of-state ","45","0"
"Rice University","46077","47350 in-state and 47350 out-of-state ","16","75"
"Richard Bland College","","8100 in-state and 21810 out-of-state ","","50"
"Richland College","","1770 in-state and 5220 out-of-state ","","0"
